,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,place_id,current_popularity,popular_times,rating,rating_n,populartimes,time_spent
25,Alvarado vestir,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALZADA,FRANCISCO I. MADERO,207.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,ALVARADO.VESTIR@GMAIL.COM,,Fijo,-100.31441292,25.6841517,,,,Monterrey,C,42.2707,6098.849922,1578,189,ChIJv5GqDoWVYoYRW3dLJvYWNjQ,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 7, 'Usually not busy', '', '9 AM'], [10, 15, 'Usually not busy', '', '10 AM'], [11, 26, 'Usually not too busy', '', '11 AM'], [12, 38, 'Usually not too busy', '', '12 PM'], [13, 46, 'Usually not too busy', '', '1 PM'], [14, 50, 'Usually not too busy', '', '2 PM'], [15, 50, 'Usually not too busy', '', '3 PM'], [16, 46, 'Usually not too busy', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 7, 'Usually not busy', '', '11 AM'], [12, 19, 'Usually not busy', '', '12 PM'], [13, 30, 'Usually not too busy', '', '1 PM'], [14, 42, 'Usually not too busy', '', '2 PM'], [15, 46, 'Usually not too busy', '', '3 PM'], [16, 50, 'Usually not too busy', '', '4 PM'], [17, 61, 'Usually a little busy', '', '5 PM'], [18, 76, 'Usually a little busy', '', '6 PM'], [19, 42, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 11, 'Usually not busy', '', '9 AM'], [10, 46, 'Usually not too busy', '', '10 AM'], [11, 30, 'Usually not too busy', '', '11 AM'], [12, 26, 'Usually not too busy', '', '12 PM'], [13, 46, 'Usually not too busy', '', '1 PM'], [14, 65, 'Usually a little busy', '', '2 PM'], [15, 65, 'Usually a little busy', '', '3 PM'], [16, 53, 'Usually a little busy', '', '4 PM'], [17, 46, 'Usually not too busy', '', '5 PM'], [18, 53, 'Usually a little busy', '', '6 PM'], [19, 46, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 7, 'Usually not busy', '', '9 AM'], [10, 15, 'Usually not busy', '', '10 AM'], [11, 30, 'Usually not too busy', '', '11 AM'], [12, 46, 'Usually not too busy', '', '12 PM'], [13, 65, 'Usually a little busy', '', '1 PM'], [14, 76, 'Usually a little busy', '', '2 PM'], [15, 80, 'Usually as busy as it gets', '', '3 PM'], [16, 92, 'Usually as busy as it gets', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 76, 'Usually a little busy', '', '6 PM'], [19, 38, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 3, 'Usually not busy', '', '9 AM'], [10, 7, 'Usually not busy', '', '10 AM'], [11, 11, 'Usually not busy', '', '11 AM'], [12, 23, 'Usually not too busy', '', '12 PM'], [13, 38, 'Usually not too busy', '', '1 PM'], [14, 53, 'Usually a little busy', '', '2 PM'], [15, 61, 'Usually a little busy', '', '3 PM'], [16, 57, 'Usually a little busy', '', '4 PM'], [17, 50, 'Usually not too busy', '', '5 PM'], [18, 34, 'Usually not too busy', '', '6 PM'], [19, 23, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 11, 'Usually not busy', '', '9 AM'], [10, 15, 'Usually not busy', '', '10 AM'], [11, 19, 'Usually not busy', '', '11 AM'], [12, 30, 'Usually not too busy', '', '12 PM'], [13, 46, 'Usually not too busy', '', '1 PM'], [14, 61, 'Usually a little busy', '', '2 PM'], [15, 69, 'Usually a little busy', '', '3 PM'], [16, 65, 'Usually a little busy', '', '4 PM'], [17, 76, 'Usually a little busy', '', '5 PM'], [18, 88, 'Usually as busy as it gets', '', '6 PM'], [19, 38, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 7, 'Usually not busy', '', '9 AM'], [10, 15, 'Usually not busy', '', '10 AM'], [11, 30, 'Usually not too busy', '', '11 AM'], [12, 46, 'Usually not too busy', '', '12 PM'], [13, 69, 'Usually a little busy', '', '1 PM'], [14, 84, 'Usually as busy as it gets', '', '2 PM'], [15, 92, 'Usually as busy as it gets', '', '3 PM'], [16, 88, 'Usually as busy as it gets', '', '4 PM'], [17, 73, 'Usually a little busy', '', '5 PM'], [18, 53, 'Usually a little busy', '', '6 PM'], [19, 34, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]",3.8,4.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 30, 42, 46, 50, 61, 76, 42, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46, 30, 26, 46, 65, 65, 53, 46, 53, 46, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 30, 46, 65, 76, 80, 92, 100, 76, 38, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 11, 23, 38, 53, 61, 57, 50, 34, 23, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 19, 30, 46, 61, 69, 65, 76, 88, 38, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 30, 46, 69, 84, 92, 88, 73, 53, 34, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 26, 38, 46, 50, 50, 46, 0, 0, 0, 0, 0, 0, 0]}]",
26,American cotton,AMERICAN COTTON SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,BENITO JUAREZ SUR,761.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,DCAMPOS@AMERICANCOTTON.COM,WWW.AMERICANCOTTON.COM.MX,Fijo,-100.31525943,25.66909689,,,,Monterrey,,42.2707,6098.849922,1578,276,ChIJZwjzTS--YoYRoUIfcU8__-U,,"[[7, None, 1], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 53, 'Usually a little busy', '', '10 AM'], [11, 74, 'Usually a little busy', '', '11 AM'], [12, 82, 'Usually as busy as it gets', '', '12 PM'], [13, 80, 'Usually as busy as it gets', '', '1 PM'], [14, 80, 'Usually a little busy', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 86, 'Usually as busy as it gets', '', '4 PM'], [17, 79, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 56, 'Usually a little busy', '', '10 AM'], [11, 77, 'Usually a little busy', '', '11 AM'], [12, 83, 'Usually as busy as it gets', '', '12 PM'], [13, 77, 'Usually a little busy', '', '1 PM'], [14, 73, 'Usually a little busy', '', '2 PM'], [15, 85, 'Usually as busy as it gets', '', '3 PM'], [16, 100, 'Usually as busy as it gets', '', '4 PM'], [17, 95, 'Usually as busy as it gets', '', '5 PM'], [18, 66, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 32, 'Usually not too busy', '', '10 AM'], [11, 62, 'Usually a little busy', '', '11 AM'], [12, 89, 'Usually as busy as it gets', '', '12 PM'], [13, 99, 'Usually as busy as it gets', '', '1 PM'], [14, 93, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 79, 'Usually a little busy', '', '4 PM'], [17, 69, 'Usually a little busy', '', '5 PM'], [18, 52, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 56, 'Usually a little busy', '', '10 AM'], [11, 66, 'Usually a little busy', '', '11 AM'], [12, 63, 'Usually a little busy', '', '12 PM'], [13, 74, 'Usually a little busy', '', '1 PM'], [14, 93, 'Usually as busy as it gets', '', '2 PM'], [15, 95, 'Usually as busy as it gets', '', '3 PM'], [16, 91, 'Usually as busy as it gets', '', '4 PM'], [17, 87, 'Usually as busy as it gets', '', '5 PM'], [18, 62, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 52, 'Usually a little busy', '', '10 AM'], [11, 86, 'Usually as busy as it gets', '', '11 AM'], [12, 89, 'Usually as busy as it gets', '', '12 PM'], [13, 75, 'Usually a little busy', '', '1 PM'], [14, 75, 'Usually a little busy', '', '2 PM'], [15, 83, 'Usually as busy as it gets', '', '3 PM'], [16, 85, 'Usually as busy as it gets', '', '4 PM'], [17, 77, 'Usually a little busy', '', '5 PM'], [18, 62, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 33, 'Usually not too busy', '', '10 AM'], [11, 50, 'Usually a little busy', '', '11 AM'], [12, 60, 'Usually a little busy', '', '12 PM'], [13, 61, 'Usually a little busy', '', '1 PM'], [14, 66, 'Usually a little busy', '', '2 PM'], [15, 74, 'Usually a little busy', '', '3 PM'], [16, 72, 'Usually a little busy', '', '4 PM'], [17, 51, 'Usually a little busy', '', '5 PM'], [18, 42, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]",4.2,121.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 74, 82, 80, 80, 84, 86, 79, 60, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 77, 83, 77, 73, 85, 100, 95, 66, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 62, 89, 99, 93, 84, 79, 69, 52, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 66, 63, 74, 93, 95, 91, 87, 62, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 86, 89, 75, 75, 83, 85, 77, 62, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 50, 60, 61, 66, 74, 72, 51, 42, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[25, 25]"
27,American eagle paseo la fe,AMERICAN EAGLE MEXICO RETAIL S DE RL DE CV,"Comercio al por mayor de ropa, bisutería y accesorios de vestir",11 a 30 personas,AVENIDA,MIGUEL ALEMAN,200.0,,TALAVERNA,66470,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,WWW.AE.COM/MEXICO,Fijo,-100.22112618,25.71997068,,,,San Nicolas De Los Garza,B,41.2272,4569.30629,313,3,ChIJAyV4aavrYoYRY5Pu9vewpsM,,"[[7, None, 1], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 48, 'Usually not too busy', '', '11 AM'], [12, 68, 'Usually a little busy', '', '12 PM'], [13, 87, 'Usually as busy as it gets', '', '1 PM'], [14, 100, 'Usually as busy as it gets', '', '2 PM'], [15, 100, 'Usually as busy as it gets', '', '3 PM'], [16, 90, 'Usually as busy as it gets', '', '4 PM'], [17, 73, 'Usually a little busy', '', '5 PM'], [18, 51, 'Usually a little busy', '', '6 PM'], [19, 31, 'Usually not too busy', '', '7 PM'], [20, 17, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 31, 'Usually not too busy', '', '11 AM'], [12, 43, 'Usually not too busy', '', '12 PM'], [13, 56, 'Usually a little busy', '', '1 PM'], [14, 63, 'Usually a little busy', '', '2 PM'], [15, 65, 'Usually a little busy', '', '3 PM'], [16, 60, 'Usually a little busy', '', '4 PM'], [17, 51, 'Usually a little busy', '', '5 PM'], [18, 39, 'Usually not too busy', '', '6 PM'], [19, 26, 'Usually not too busy', '', '7 PM'], [20, 14, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 26, 'Usually not too busy', '', '11 AM'], [12, 36, 'Usually not too busy', '', '12 PM'], [13, 43, 'Usually not too busy', '', '1 PM'], [14, 46, 'Usually not too busy', '', '2 PM'], [15, 43, 'Usually not too busy', '', '3 PM'], [16, 41, 'Usually not too busy', '', '4 PM'], [17, 60, 'Usually a little busy', '', '5 PM'], [18, 90, 'Usually as busy as it gets', '', '6 PM'], [19, 46, 'Usually not too busy', '', '7 PM'], [20, 7, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 41, 'Usually not too busy', '', '11 AM'], [12, 51, 'Usually a little busy', '', '12 PM'], [13, 56, 'Usually a little busy', '', '1 PM'], [14, 58, 'Usually a little busy', '', '2 PM'], [15, 56, 'Usually a little busy', '', '3 PM'], [16, 46, 'Usually not too busy', '', '4 PM'], [17, 48, 'Usually not too busy', '', '5 PM'], [18, 97, 'Usually as busy as it gets', '', '6 PM'], [19, 87, 'Usually as busy as it gets', '', '7 PM'], [20, 19, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 53, 'Usually a little busy', '', '11 AM'], [12, 70, 'Usually a little busy', '', '12 PM'], [13, 75, 'Usually a little busy', '', '1 PM'], [14, 65, 'Usually a little busy', '', '2 PM'], [15, 53, 'Usually a little busy', '', '3 PM'], [16, 53, 'Usually a little busy', '', '4 PM'], [17, 60, 'Usually a little busy', '', '5 PM'], [18, 51, 'Usually a little busy', '', '6 PM'], [19, 24, 'Usually not too busy', '', '7 PM'], [20, 4, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, None, 0]]",4.7,359.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 68, 87, 100, 100, 90, 73, 51, 31, 17, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 43, 56, 63, 65, 60, 51, 39, 26, 14, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 36, 43, 46, 43, 41, 60, 90, 46, 7, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 51, 56, 58, 56, 46, 48, 97, 87, 19, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 70, 75, 65, 53, 53, 60, 51, 24, 4, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",
28,Angelitos moda infantil,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,GENERAL JERONIMO TREVIÑO,111.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31396391,25.68151633,,,,Monterrey,,42.2707,6098.849922,1578,189,ChIJPdqCzWGXYoYRMuPFBoGDBCI,,,,,,
29,Armadillo con boina,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE GARIBALDI,437.0,106.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31704526,25.67283488,CENTRO Y PLAZA COMERCIAL,PLAZA GARIBALDI,106 107,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
30,Armand and franklin,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,LUISAGUILARFKLIN@GMAIL.COM,,Fijo,-100.31508961,25.66852024,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,126,Monterrey,,42.2707,6098.849922,1578,282,ChIJc19ooSe-YoYR7XarE-i6DBY,,,4.0,1.0,,
31,Armand and franklin,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Semifijo,-100.31508961,25.66852024,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,168,Monterrey,,42.2707,6098.849922,1578,282,ChIJc19ooSe-YoYR7XarE-i6DBY,,,4.0,1.0,,
32,Armando novedades,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,JOSE GARIBALDI,437.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31704526,25.67283488,CENTRO Y PLAZA COMERCIAL,PLAZA GARIBALDI,437,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
33,Army boys venta de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,315.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31838841,25.67237399,MERCADO PUBLICO,MERCADO FUNDADORES,N 29 31 33,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
34,Arte malez,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE MARIANO JIMENEZ,330.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31752473,25.67423924,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
35,Arte mia venta de ropa artesanal,,Confección en serie de disfraces y trajes típicos,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,359.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8180221809.0,GONZALEZDEJESUS73@HOTMAIL.COM,,Fijo,-100.31340169,25.6682707,CENTRO Y PLAZA COMERCIAL,PLAZA MEXICO,359,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
36,Arteria ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,315.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31838841,25.67237399,MERCADO PUBLICO,MERCADO FUNDADORES,G 2 4 6 8 10,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
37,Articulos de aseguridad,,"Comercio al por mayor de ropa, bisutería y accesorios de vestir",0 a 5 personas,CALZADA,FRANCISCO I. MADERO,714.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31920949,25.68446686,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
