,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,rating,rating_n,populartimes,time_spent,place_id,current_popularity,popular_times
10,Y ropa y accesorios caballero,318 Y320 ROPA Y ACCESORIOS CABALLERO ,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,318,Monterrey,,42.2707,6098.849922,1578,282,4.1,5515.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 83, 83, 84, 89, 90, 78, 52, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 60, 79, 89, 88, 84, 86, 91, 82, 55, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 86, 95, 92, 86, 88, 94, 84, 56, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 59, 77, 91, 99, 99, 91, 77, 60, 42, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 84, 83, 77, 77, 81, 75, 53, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 78, 91, 92, 90, 96, 100, 84, 52, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[15, 45]",ChIJRZ7FCCK-YoYRLz6AgoPG-Ws,,"[[7, None, 1], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 83, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 89, 'Usually as busy as it gets', '', '4 PM'], [17, 90, 'Usually as busy as it gets', '', '5 PM'], [18, 78, 'Usually a little busy', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 39, 'Usually not too busy', '', '10 AM'], [11, 60, 'Usually a little busy', '', '11 AM'], [12, 79, 'Usually a little busy', '', '12 PM'], [13, 89, 'Usually as busy as it gets', '', '1 PM'], [14, 88, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 86, 'Usually as busy as it gets', '', '4 PM'], [17, 91, 'Usually as busy as it gets', '', '5 PM'], [18, 82, 'Usually as busy as it gets', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 43, 'Usually not too busy', '', '10 AM'], [11, 66, 'Usually a little busy', '', '11 AM'], [12, 86, 'Usually as busy as it gets', '', '12 PM'], [13, 95, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 86, 'Usually as busy as it gets', '', '3 PM'], [16, 88, 'Usually as busy as it gets', '', '4 PM'], [17, 94, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 56, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 42, 'Usually not too busy', '', '10 AM'], [11, 59, 'Usually a little busy', '', '11 AM'], [12, 77, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 99, 'Usually as busy as it gets', '', '2 PM'], [15, 99, 'Usually as busy as it gets', '', '3 PM'], [16, 91, 'Usually as busy as it gets', '', '4 PM'], [17, 77, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 42, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 84, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 77, 'Usually a little busy', '', '3 PM'], [16, 77, 'Usually a little busy', '', '4 PM'], [17, 81, 'Usually as busy as it gets', '', '5 PM'], [18, 75, 'Usually a little busy', '', '6 PM'], [19, 53, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 31, 'Usually not too busy', '', '10 AM'], [11, 55, 'Usually a little busy', '', '11 AM'], [12, 78, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 90, 'Usually as busy as it gets', '', '3 PM'], [16, 96, 'Usually as busy as it gets', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
11,Milano,MILANO OPERADORA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,CALLE,VICENTE GUERRERO,163.0,0.0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.MILANO.COM,Fijo,-100.31316265,25.67688257,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
12,Milano,MILANO OPERADORA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,250.0,0.0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.MILANO.COM,Fijo,-100.31467337,25.67502862,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
13,Milano,MILANO OPERADORA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALZADA,FRANCISCO I. MADERO,235.0,0.0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.MILANO.COM,Fijo,-100.31471819,25.6841858,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
14,Tienda monterrey iii,GRUPO VANITY SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,FRAY SERVANDO TERESA DE MIER,472.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31226629,25.668079,,,,Monterrey,C,42.2707,6098.849922,1578,282,4.2,45.0,,,ChIJG40FwS6-YoYRuDlnXjUmwWY,,
15,Ropa y calzado dama,86 ROPA Y CALZADO DAMA ,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,86,Monterrey,,42.2707,6098.849922,1578,282,4.1,5515.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 83, 83, 84, 89, 90, 78, 52, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 60, 79, 89, 88, 84, 86, 91, 82, 55, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 86, 95, 92, 86, 88, 94, 84, 56, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 59, 77, 91, 99, 99, 91, 77, 60, 42, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 84, 83, 77, 77, 81, 75, 53, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 78, 91, 92, 90, 96, 100, 84, 52, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[15, 45]",ChIJRZ7FCCK-YoYRLz6AgoPG-Ws,,"[[7, None, 1], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 83, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 89, 'Usually as busy as it gets', '', '4 PM'], [17, 90, 'Usually as busy as it gets', '', '5 PM'], [18, 78, 'Usually a little busy', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 39, 'Usually not too busy', '', '10 AM'], [11, 60, 'Usually a little busy', '', '11 AM'], [12, 79, 'Usually a little busy', '', '12 PM'], [13, 89, 'Usually as busy as it gets', '', '1 PM'], [14, 88, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 86, 'Usually as busy as it gets', '', '4 PM'], [17, 91, 'Usually as busy as it gets', '', '5 PM'], [18, 82, 'Usually as busy as it gets', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 43, 'Usually not too busy', '', '10 AM'], [11, 66, 'Usually a little busy', '', '11 AM'], [12, 86, 'Usually as busy as it gets', '', '12 PM'], [13, 95, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 86, 'Usually as busy as it gets', '', '3 PM'], [16, 88, 'Usually as busy as it gets', '', '4 PM'], [17, 94, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 56, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 42, 'Usually not too busy', '', '10 AM'], [11, 59, 'Usually a little busy', '', '11 AM'], [12, 77, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 99, 'Usually as busy as it gets', '', '2 PM'], [15, 99, 'Usually as busy as it gets', '', '3 PM'], [16, 91, 'Usually as busy as it gets', '', '4 PM'], [17, 77, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 42, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 84, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 77, 'Usually a little busy', '', '3 PM'], [16, 77, 'Usually a little busy', '', '4 PM'], [17, 81, 'Usually as busy as it gets', '', '5 PM'], [18, 75, 'Usually a little busy', '', '6 PM'], [19, 53, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 31, 'Usually not too busy', '', '10 AM'], [11, 55, 'Usually a little busy', '', '11 AM'], [12, 78, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 90, 'Usually as busy as it gets', '', '3 PM'], [16, 96, 'Usually as busy as it gets', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
16,Ab boutique suc. morelos,AB BOUTIQUE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,MORELOS,101.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,ECOMMERCE@LAVORO.COM.MX,WWW.LAVOROJEANS.COM.MX,Fijo,-100.30704669,25.66645952,CENTRO Y PLAZA COMERCIAL,INTERPLAZA,130,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
17,Ab boutique suc. plaza mexico,AB BOUTIQUE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,MORELOS,901.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,ECOMMERCE@LAVORO.COM,WWW.LAVOROJEANS.COM.MX,Fijo,-100.30759635,25.66644948,CENTRO Y PLAZA COMERCIAL,PLAZA MORELOS,E 3,Monterrey,,42.2707,6098.849922,1578,276,4.6,252.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 64, 78, 92, 96, 78, 60, 57, 53, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 78, 92, 100, 96, 78, 57, 35, 21, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 64, 67, 71, 75, 78, 75, 60, 39, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 46, 50, 53, 57, 57, 50, 35, 21, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 53, 64, 64, 57, 50, 42, 35, 21, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 35, 25, 28, 57, 64, 50, 67, 39, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,ChIJFads5i6-YoYRJQK9_PDyOOE,,"[[7, None, 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 50, 'Usually not too busy', '', '11 AM'], [12, 64, 'Usually a little busy', '', '12 PM'], [13, 78, 'Usually a little busy', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 96, 'Usually as busy as it gets', '', '3 PM'], [16, 78, 'Usually a little busy', '', '4 PM'], [17, 60, 'Usually a little busy', '', '5 PM'], [18, 57, 'Usually a little busy', '', '6 PM'], [19, 53, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 57, 'Usually a little busy', '', '11 AM'], [12, 78, 'Usually a little busy', '', '12 PM'], [13, 92, 'Usually as busy as it gets', '', '1 PM'], [14, 100, 'Usually as busy as it gets', '', '2 PM'], [15, 96, 'Usually as busy as it gets', '', '3 PM'], [16, 78, 'Usually a little busy', '', '4 PM'], [17, 57, 'Usually a little busy', '', '5 PM'], [18, 35, 'Usually not too busy', '', '6 PM'], [19, 21, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 53, 'Usually a little busy', '', '11 AM'], [12, 64, 'Usually a little busy', '', '12 PM'], [13, 67, 'Usually a little busy', '', '1 PM'], [14, 71, 'Usually a little busy', '', '2 PM'], [15, 75, 'Usually a little busy', '', '3 PM'], [16, 78, 'Usually a little busy', '', '4 PM'], [17, 75, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 39, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 39, 'Usually not too busy', '', '11 AM'], [12, 46, 'Usually not too busy', '', '12 PM'], [13, 50, 'Usually not too busy', '', '1 PM'], [14, 53, 'Usually a little busy', '', '2 PM'], [15, 57, 'Usually a little busy', '', '3 PM'], [16, 57, 'Usually a little busy', '', '4 PM'], [17, 50, 'Usually not too busy', '', '5 PM'], [18, 35, 'Usually not too busy', '', '6 PM'], [19, 21, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 39, 'Usually not too busy', '', '11 AM'], [12, 53, 'Usually a little busy', '', '12 PM'], [13, 64, 'Usually a little busy', '', '1 PM'], [14, 64, 'Usually a little busy', '', '2 PM'], [15, 57, 'Usually a little busy', '', '3 PM'], [16, 50, 'Usually not too busy', '', '4 PM'], [17, 42, 'Usually not too busy', '', '5 PM'], [18, 35, 'Usually not too busy', '', '6 PM'], [19, 21, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 32, 'Usually not too busy', '', '11 AM'], [12, 35, 'Usually not too busy', '', '12 PM'], [13, 25, 'Usually not too busy', '', '1 PM'], [14, 28, 'Usually not too busy', '', '2 PM'], [15, 57, 'Usually a little busy', '', '3 PM'], [16, 64, 'Usually a little busy', '', '4 PM'], [17, 50, 'Usually not too busy', '', '5 PM'], [18, 67, 'Usually a little busy', '', '6 PM'], [19, 39, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
18,Adrenalina,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101.0,206.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,206,Monterrey,C,42.2707,6098.849922,1578,271,5.0,2.0,,,ChIJty98Qy--YoYRt07mTSBgQHA,,
19,Al centro,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN IGNACIO RAMON,250.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31658345,25.6713285,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
