Pecho,Cuello,Cintura,Longitud_delantera,Altura,Peso,Talla,SEXO,Cadera
113,40,92,54,172,78,XXL,M,124
112,40,90,49,172,81,XXL,M,119
114,40,94,52,173,79,XXL,M,121
112,40,97,52,171,79,XXL,M,123
111,39,98,52,171,80,XXL,M,118
114,39,94,49,172,79,XXL,M,118
112,39,98,54,172,79,XXL,M,123
114,39,86,53,171,80,XXL,M,118
112,40,96,50,172,81,XXL,M,124
111,40,86,53,171,82,XXL,M,122
111,40,94,49,171,79,XXL,M,121
115,40,93,52,172,82,XXL,M,119
115,39,86,50,173,80,XXL,M,124
115,40,86,52,173,82,XXL,M,118
111,40,98,52,171,82,XXL,M,119
115,39,89,54,172,78,XXL,M,122
114,40,91,49,173,82,XXL,M,121
113,40,96,50,172,78,XXL,M,121
116,40,94,50,173,78,XXL,M,124
115,39,95,52,173,79,XXL,M,121
116,39,92,49,171,79,XXL,M,120
115,39,95,50,172,79,XXL,M,120
116,39,93,52,172,81,XXL,M,124
115,39,91,50,171,81,XXL,M,120
114,39,90,53,171,78,XXL,M,122
112,39,90,54,172,81,XXL,M,120
111,39,93,49,173,79,XXL,M,122
114,40,99,51,173,79,XXL,M,120
115,39,92,54,171,82,XXL,M,119
112,39,99,50,173,78,XXL,M,123
115,40,97,49,171,79,XXL,M,123
115,40,94,53,172,82,XXL,M,124
113,40,88,49,172,80,XXL,M,124
114,40,89,53,171,82,XXL,M,122
111,40,96,50,172,79,XXL,M,121
113,39,99,54,173,82,XXL,M,118
116,40,98,50,171,81,XXL,M,121
116,40,89,52,173,78,XXL,M,124
111,39,95,53,171,79,XXL,M,118
113,40,87,52,172,80,XXL,M,122
115,39,90,50,171,81,XXL,M,122
113,40,88,50,172,80,XXL,M,121
111,39,87,51,171,82,XXL,M,119
112,40,95,52,173,80,XXL,M,119
116,40,99,49,171,79,XXL,M,118
112,40,86,54,173,78,XXL,M,122
113,39,87,53,173,81,XXL,M,122
114,40,96,49,172,78,XXL,M,123
115,39,93,51,172,81,XXL,M,119
114,39,88,49,172,81,XXL,M,121
113,40,98,54,172,82,XXL,M,120
114,40,94,53,171,78,XXL,M,124
112,40,87,54,171,80,XXL,M,120
111,40,89,51,173,79,XXL,M,122
112,39,99,53,173,79,XXL,M,118
113,40,94,52,173,78,XXL,M,119
116,39,91,51,173,80,XXL,M,124
113,39,97,50,171,82,XXL,M,124
112,40,93,50,173,81,XXL,M,123
112,40,89,53,171,78,XXL,M,118
112,40,96,51,172,81,XXL,M,120
111,39,95,52,172,79,XXL,M,121
115,40,92,54,173,81,XXL,M,121
115,39,89,51,173,81,XXL,M,124
112,39,96,54,172,79,XXL,M,123
116,40,87,51,171,82,XXL,M,121
114,40,97,53,173,82,XXL,M,120
113,40,90,49,172,81,XXL,M,118
113,40,97,49,171,82,XXL,M,118
116,40,96,52,171,82,XXL,M,122
111,40,95,53,173,79,XXL,M,118
115,39,99,54,173,82,XXL,M,123
115,40,91,50,171,78,XXL,M,123
115,40,99,52,171,81,XXL,M,123
114,40,97,51,173,82,XXL,M,119
111,39,87,50,172,78,XXL,M,120
115,40,96,53,172,81,XXL,M,123
111,39,97,49,173,78,XXL,M,124
114,39,91,54,173,78,XXL,M,124
111,40,89,54,172,81,XXL,M,119
112,40,94,51,173,79,XXL,M,119
112,40,93,54,171,80,XXL,M,120
113,40,93,54,172,82,XXL,M,122
116,40,90,49,173,80,XXL,M,122
115,40,92,50,173,82,XXL,M,122
113,40,88,50,173,79,XXL,M,122
113,39,92,49,173,81,XXL,M,123
111,40,92,49,171,78,XXL,M,121
116,40,93,50,173,81,XXL,M,121
115,40,89,50,173,78,XXL,M,121
115,39,88,50,172,81,XXL,M,120
115,40,93,49,173,78,XXL,M,123
114,39,94,50,171,82,XXL,M,118
111,39,88,54,172,80,XXL,M,122
113,40,96,52,173,81,XXL,M,124
115,39,89,51,173,81,XXL,M,120
116,40,86,52,172,78,XXL,M,121
114,40,87,49,172,79,XXL,M,120
116,39,90,53,171,80,XXL,M,118
114,39,99,51,173,82,XXL,M,123
116,39,96,54,172,78,XXL,M,123
115,40,98,53,171,80,XXL,M,118
113,40,97,52,172,81,XXL,M,121
115,39,93,53,173,82,XXL,M,124
112,40,92,51,172,80,XXL,M,123
115,39,99,49,173,80,XXL,M,120
113,39,92,50,173,78,XXL,M,124
112,40,93,50,173,82,XXL,M,122
113,40,91,53,173,80,XXL,M,121
116,40,86,51,172,82,XXL,M,122
112,40,96,49,172,82,XXL,M,118
116,40,99,53,172,80,XXL,M,120
114,39,92,53,173,80,XXL,M,118
115,40,99,51,172,80,XXL,M,122
114,39,93,53,173,82,XXL,M,119
111,39,95,49,172,79,XXL,M,124
115,39,96,50,172,78,XXL,M,120
114,39,93,52,171,81,XXL,M,124
111,39,98,54,173,81,XXL,M,123
113,39,98,54,173,81,XXL,M,119
114,39,90,51,171,80,XXL,M,121
113,40,88,53,171,81,XXL,M,119
113,40,91,52,171,81,XXL,M,118
112,39,89,49,172,78,XXL,M,118
112,40,86,53,172,79,XXL,M,124
115,40,93,53,172,79,XXL,M,124
115,39,98,54,171,80,XXL,M,120
115,40,94,53,171,79,XXL,M,121
114,40,97,53,171,81,XXL,M,119
111,40,95,52,171,78,XXL,M,119
112,39,98,53,173,80,XXL,M,124
115,40,96,51,172,78,XXL,M,118
114,40,94,52,172,80,XXL,M,119
112,40,87,50,173,82,XXL,M,118
116,39,91,49,173,78,XXL,M,123
113,40,97,53,173,78,XXL,M,124
112,39,92,54,173,80,XXL,M,119
116,40,89,52,172,80,XXL,M,120
116,39,99,49,171,81,XXL,M,121
116,40,90,49,171,82,XXL,M,121
111,39,99,49,171,79,XXL,M,119
116,39,87,53,173,81,XXL,M,119
111,39,88,49,173,81,XXL,M,124
113,39,86,51,172,82,XXL,M,119
113,40,96,52,171,82,XXL,M,118
111,39,93,50,173,80,XXL,M,119
112,40,98,53,171,78,XXL,M,121
113,40,96,51,173,78,XXL,M,120
114,40,92,54,171,81,XXL,M,124
116,40,95,52,173,79,XXL,M,124
112,40,94,53,172,81,XXL,M,123
115,40,99,49,172,82,XXL,M,123
113,39,88,52,171,78,XXL,M,124
111,40,90,54,171,78,XXL,M,119
111,40,88,51,171,79,XXL,M,118
111,39,94,50,173,80,XXL,M,124
112,39,93,52,171,79,XXL,M,123
116,39,87,54,171,80,XXL,M,118
112,40,97,53,173,79,XXL,M,120
114,40,92,53,171,81,XXL,M,124
116,39,95,49,171,82,XXL,M,120
112,39,95,49,173,79,XXL,M,122
114,40,92,52,172,80,XXL,M,118
113,40,91,54,171,81,XXL,M,118
114,39,90,49,173,78,XXL,M,123
112,39,87,49,171,82,XXL,M,121
115,39,99,52,171,79,XXL,M,119
115,40,89,52,171,79,XXL,M,118
114,40,94,50,172,80,XXL,M,118
112,39,89,49,172,79,XXL,M,124
111,39,96,49,173,79,XXL,M,118
115,39,98,52,173,82,XXL,M,123
111,39,91,49,171,80,XXL,M,118
115,40,92,52,172,80,XXL,M,124
115,40,94,49,171,81,XXL,M,123
111,39,92,49,173,81,XXL,M,122
111,40,90,53,172,80,XXL,M,121
115,39,86,53,173,81,XXL,M,123
113,40,93,53,171,81,XXL,M,124
116,40,95,52,172,79,XXL,M,122
116,39,99,51,171,79,XXL,M,123
114,40,95,50,173,82,XXL,M,120
115,39,88,50,172,78,XXL,M,124
114,40,87,50,173,78,XXL,M,123
113,39,89,53,171,82,XXL,M,121
115,39,88,50,172,80,XXL,M,119
113,40,87,50,172,78,XXL,M,122
114,39,99,51,173,81,XXL,M,118
113,40,99,52,173,81,XXL,M,120
111,39,89,50,172,79,XXL,M,120
111,40,95,50,173,80,XXL,M,121
111,39,92,53,173,79,XXL,M,119
112,39,90,49,173,80,XXL,M,118
112,40,89,52,172,82,XXL,M,123
115,40,96,54,173,78,XXL,M,119
115,39,95,49,172,79,XXL,M,121
115,40,87,54,172,80,XXL,M,118
112,40,88,52,171,78,XXL,M,119
112,39,95,52,171,78,XXL,M,120
114,39,91,50,172,79,XXL,M,118
116,39,96,54,172,79,XXL,M,121
111,40,98,52,173,82,XXL,M,120
113,39,86,52,173,82,XXL,M,118
113,39,95,53,173,78,XXL,M,119
116,39,94,50,172,79,XXL,M,119
115,40,90,51,173,79,XXL,M,121
111,40,92,53,172,81,XXL,M,122
112,39,90,49,173,81,XXL,M,118
111,40,99,51,173,79,XXL,M,120
114,39,96,54,171,78,XXL,M,119
116,40,87,49,171,80,XXL,M,124
112,39,93,51,173,79,XXL,M,121
113,40,99,53,173,78,XXL,M,119
112,39,99,53,172,79,XXL,M,120
112,40,97,53,171,80,XXL,M,118
114,40,92,50,173,79,XXL,M,118
112,39,88,49,172,79,XXL,M,121
114,39,87,53,171,80,XXL,M,123
112,39,99,50,173,79,XXL,M,120
114,40,97,51,171,80,XXL,M,119
111,39,94,51,171,78,XXL,M,123
113,39,94,51,172,79,XXL,M,120
114,39,98,53,171,82,XXL,M,120
116,39,95,54,173,82,XXL,M,120
111,40,98,50,171,80,XXL,M,122
116,40,98,52,173,82,XXL,M,118
111,39,91,54,172,78,XXL,M,124
112,40,99,53,171,81,XXL,M,122
111,39,97,49,173,82,XXL,M,118
115,39,94,52,172,82,XXL,M,124
113,40,88,54,173,81,XXL,M,124
112,40,96,54,172,81,XXL,M,123
112,40,97,49,171,78,XXL,M,124
113,39,86,51,171,80,XXL,M,123
113,40,94,50,173,81,XXL,M,119
116,40,88,49,173,79,XXL,M,122
114,39,92,52,173,78,XXL,M,123
111,39,97,50,173,78,XXL,M,121
112,39,87,50,173,79,XXL,M,119
112,39,99,49,173,81,XXL,M,118
112,40,90,49,171,78,XXL,M,119
111,40,98,49,173,78,XXL,M,122
112,39,90,53,171,78,XXL,M,120
116,40,89,54,172,79,XXL,M,118
112,39,99,51,171,80,XXL,M,120
114,39,89,49,172,78,XXL,M,119
114,39,88,52,172,78,XXL,M,121
112,39,90,49,173,81,XXL,M,121
115,40,97,54,171,81,XXL,M,118
111,40,93,53,172,79,XXL,M,124
114,40,94,53,171,82,XXL,M,119
116,39,95,52,171,78,XXL,M,122
114,40,88,50,171,80,XXL,M,119
115,39,95,51,172,78,XXL,M,120
111,40,86,49,171,79,XXL,M,118
111,40,90,49,172,79,XXL,M,120
112,40,90,50,173,79,XXL,M,123
116,39,93,49,173,79,XXL,M,121
114,40,86,52,173,78,XXL,M,121
113,39,91,50,173,79,XXL,M,121
114,40,96,49,172,80,XXL,M,122
113,39,86,53,172,82,XXL,M,121
114,40,90,53,171,82,XXL,M,124
112,39,89,54,171,81,XXL,M,120
113,40,96,52,172,80,XXL,M,120
112,40,94,52,172,79,XXL,M,120
111,40,89,50,173,80,XXL,M,118
114,40,86,49,173,79,XXL,M,124
111,39,86,53,172,79,XXL,M,124
111,40,93,52,171,82,XXL,M,121
111,39,93,50,172,78,XXL,M,118
112,40,98,50,171,81,XXL,M,122
115,39,95,49,173,82,XXL,M,121
114,39,86,51,172,81,XXL,M,118
115,40,97,53,173,79,XXL,M,124
116,40,91,49,173,78,XXL,M,121
115,40,92,54,171,82,XXL,M,118
114,40,99,53,173,81,XXL,M,123
112,39,97,51,171,79,XXL,M,119
115,39,97,50,173,78,XXL,M,124
112,39,99,52,172,79,XXL,M,122
115,39,88,54,172,79,XXL,M,124
113,39,94,53,172,81,XXL,M,120
111,40,99,53,172,79,XXL,M,122
112,40,99,50,173,80,XXL,M,119
113,40,91,52,171,78,XXL,M,124
115,39,92,52,172,79,XXL,M,120
115,39,95,51,172,78,XXL,M,124
114,40,94,52,171,82,XXL,M,121
116,39,97,53,171,80,XXL,M,118
116,40,94,51,171,78,XXL,M,123
111,39,91,53,171,80,XXL,M,120
112,39,86,54,171,82,XXL,M,118
112,39,93,49,172,78,XXL,M,121
111,39,93,50,171,81,XXL,M,122
115,40,93,51,173,82,XXL,M,124
116,39,95,52,171,80,XXL,M,118
111,39,87,50,173,80,XXL,M,119
116,39,94,51,173,78,XXL,M,118
111,40,94,54,173,80,XXL,M,119
113,39,89,51,173,79,XXL,M,123
113,40,96,53,171,78,XXL,M,123
114,40,90,50,173,80,XXL,M,121
116,40,92,54,172,82,XXL,M,123
111,40,97,49,171,81,XXL,M,122
113,39,96,50,172,78,XXL,M,121
114,39,89,54,171,79,XXL,M,122
112,40,95,51,173,79,XXL,M,119
113,39,86,54,171,81,XXL,M,121
114,39,97,51,171,80,XXL,M,121
111,40,99,54,171,80,XXL,M,121
112,39,90,53,172,78,XXL,M,119
116,40,97,52,173,81,XXL,M,120
111,40,87,53,172,80,XXL,M,123
111,40,93,54,172,81,XXL,M,123
112,40,95,51,172,79,XXL,M,119
114,39,87,51,171,79,XXL,M,119
115,39,95,49,173,81,XXL,M,124
114,39,86,52,173,78,XXL,M,118
114,39,95,54,173,80,XXL,M,118
116,39,93,51,171,79,XXL,M,120
115,39,94,51,172,79,XXL,M,124
113,39,99,49,171,78,XXL,M,124
113,40,88,49,172,78,XXL,M,122
116,40,98,52,172,82,XXL,M,118
115,40,88,54,173,78,XXL,M,120
112,40,86,49,172,79,XXL,M,122
115,39,90,54,171,79,XXL,M,122
115,40,88,51,173,82,XXL,M,124
113,40,88,51,173,82,XXL,M,120
113,39,90,52,171,79,XXL,M,118
112,40,90,52,172,80,XXL,M,120
112,39,96,49,171,81,XXL,M,122
115,40,96,52,171,78,XXL,M,118
114,40,98,53,173,80,XXL,M,121
115,39,91,51,171,81,XXL,M,119
115,40,99,54,171,79,XXL,M,122
114,40,92,52,172,78,XXL,M,121
112,40,93,51,171,82,XXL,M,120
112,39,88,53,171,82,XXL,M,119
113,40,87,50,173,80,XXL,M,123
111,39,99,51,171,78,XXL,M,123
115,40,87,50,171,81,XXL,M,120
114,39,90,52,171,80,XXL,M,121
113,40,86,50,172,79,XXL,M,121
116,40,96,53,172,80,XXL,M,120
113,39,94,54,172,80,XXL,M,118
115,39,98,52,173,81,XXL,M,118
112,40,89,49,171,78,XXL,M,122
113,40,86,50,171,79,XXL,M,118
111,39,97,54,172,78,XXL,M,123
113,39,91,54,172,81,XXL,M,124
115,39,90,53,172,79,XXL,M,123
116,39,98,49,172,78,XXL,M,118
115,40,99,54,173,81,XXL,M,118
112,39,92,53,173,78,XXL,M,122
114,39,87,50,172,79,XXL,M,119
116,39,94,50,171,81,XXL,M,124
116,39,98,50,172,81,XXL,M,124
114,39,91,49,173,82,XXL,M,124
113,40,97,51,172,82,XXL,M,119
114,40,87,54,171,82,XXL,M,118
115,40,93,51,171,81,XXL,M,120
116,40,93,52,171,80,XXL,M,119
114,40,90,50,173,78,XXL,M,122
115,39,90,49,171,81,XXL,M,119
114,40,93,49,172,78,XXL,M,118
115,39,87,50,171,82,XXL,M,121
112,39,99,54,171,82,XXL,M,121
111,39,86,49,172,79,XXL,M,118
111,39,90,54,172,78,XXL,M,119
112,40,96,51,172,78,XXL,M,121
114,40,96,52,172,78,XXL,M,121
112,40,95,49,173,78,XXL,M,118
114,39,91,54,172,79,XXL,M,119
114,40,95,53,173,79,XXL,M,119
114,40,93,54,173,82,XXL,M,120
114,39,98,52,173,81,XXL,M,118
112,40,98,54,173,79,XXL,M,118
111,39,90,52,173,79,XXL,M,124
111,40,90,51,173,79,XXL,M,124
114,40,93,52,172,78,XXL,M,123
115,40,91,50,173,80,XXL,M,123
111,39,97,51,173,79,XXL,M,119
114,39,93,50,173,82,XXL,M,121
114,39,89,54,173,80,XXL,M,124
113,40,97,53,171,80,XXL,M,123
114,40,87,54,173,81,XXL,M,122
112,39,99,52,173,80,XXL,M,122
115,39,88,49,173,82,XXL,M,118
112,40,89,51,173,78,XXL,M,119
113,39,88,52,172,79,XXL,M,119
115,39,95,54,171,80,XXL,M,122
111,40,98,54,171,82,XXL,M,123
112,40,99,49,173,81,XXL,M,121
111,40,92,53,171,79,XXL,M,122
114,40,89,51,171,82,XXL,M,119
112,40,94,52,173,80,XXL,M,123
116,40,86,50,173,79,XXL,M,122
113,39,88,50,171,80,XXL,M,123
111,39,98,53,173,82,XXL,M,122
111,39,91,49,172,82,XXL,M,122
115,40,87,54,173,80,XXL,M,122
113,39,93,53,173,81,XXL,M,121
113,40,97,53,173,80,XXL,M,121
114,39,98,53,171,82,XXL,M,124
116,39,98,51,171,78,XXL,M,118
115,39,95,53,173,78,XXL,M,120
112,40,95,50,172,79,XXL,M,122
111,39,93,54,173,82,XXL,M,120
112,40,87,51,173,81,XXL,M,120
112,39,92,52,171,80,XXL,M,124
114,39,87,49,171,81,XXL,M,121
115,40,97,53,173,80,XXL,M,121
114,39,90,50,172,81,XXL,M,123
114,39,90,52,171,79,XXL,M,121
115,39,93,50,173,82,XXL,M,119
111,39,96,51,172,80,XXL,M,123
116,39,88,53,173,80,XXL,M,124
114,40,86,49,173,78,XXL,M,123
111,39,90,54,171,80,XXL,M,122
115,39,98,50,172,78,XXL,M,120
116,39,90,51,171,80,XXL,M,118
113,40,89,52,171,81,XXL,M,124
115,40,93,51,172,80,XXL,M,123
116,39,99,49,171,81,XXL,M,122
114,40,91,54,172,78,XXL,M,119
112,40,87,54,173,80,XXL,M,119
111,39,86,51,172,82,XXL,M,121
114,39,98,52,173,81,XXL,M,121
111,39,98,54,172,80,XXL,M,120
113,39,97,51,173,81,XXL,M,121
112,40,86,51,172,78,XXL,M,119
115,40,94,51,172,81,XXL,M,121
116,40,96,49,173,80,XXL,M,122
115,40,88,53,171,78,XXL,M,121
115,40,93,51,171,82,XXL,M,123
115,40,99,54,171,81,XXL,M,121
115,39,99,50,171,80,XXL,M,120
113,40,98,53,173,80,XXL,M,119
116,40,99,50,172,79,XXL,M,118
114,39,95,50,171,80,XXL,M,119
112,39,87,53,171,81,XXL,M,119
111,39,98,49,173,81,XXL,M,122
116,39,92,51,173,78,XXL,M,121
111,40,97,50,173,79,XXL,M,120
111,39,94,54,173,80,XXL,M,120
111,40,96,49,173,78,XXL,M,122
114,39,87,50,173,81,XXL,M,124
113,39,96,50,171,82,XXL,M,119
112,39,94,53,172,82,XXL,M,123
115,39,98,49,173,78,XXL,M,123
113,40,96,49,172,81,XXL,M,120
112,40,88,52,172,80,XXL,M,119
115,39,88,53,173,79,XXL,M,118
113,39,96,54,173,82,XXL,M,120
115,40,91,52,173,78,XXL,M,118
112,40,96,53,173,80,XXL,M,124
112,39,93,54,171,80,XXL,M,124
111,39,86,54,171,78,XXL,M,122
115,39,91,53,173,79,XXL,M,118
111,40,97,53,171,80,XXL,M,123
116,39,96,54,173,81,XXL,M,118
113,39,91,49,173,78,XXL,M,121
114,40,93,49,173,81,XXL,M,118
115,39,91,51,172,78,XXL,M,119
112,39,91,54,173,82,XXL,M,119
115,39,86,49,172,81,XXL,M,122
116,40,86,49,172,78,XXL,M,124
112,39,86,53,171,78,XXL,M,120
113,40,92,50,171,79,XXL,M,120
111,39,91,49,172,80,XXL,M,122
116,40,94,52,173,82,XXL,M,118
113,40,90,53,172,82,XXL,M,123
113,40,99,54,173,78,XXL,M,124
111,39,94,50,172,82,XXL,M,119
116,40,98,54,172,80,XXL,M,121
112,40,94,53,173,78,XXL,M,119
114,40,94,53,173,78,XXL,M,123
115,40,95,51,172,78,XXL,M,118
112,39,95,49,171,78,XXL,M,121
113,40,93,51,171,80,XXL,M,123
111,40,86,52,171,81,XXL,M,118
113,40,87,51,173,78,XXL,M,120
111,39,99,52,172,82,XXL,M,121
116,40,88,53,171,79,XXL,M,118
112,39,93,54,171,81,XXL,M,123
111,39,89,54,173,79,XXL,M,121
116,40,89,52,173,82,XXL,M,122
111,39,89,49,172,79,XXL,M,124
114,40,87,53,171,82,XXL,M,118
114,39,86,54,173,78,XXL,M,122
115,40,87,52,172,78,XXL,M,123
115,39,88,53,173,79,XXL,M,120
115,40,96,49,173,80,XXL,M,123
113,40,92,54,171,80,XXL,M,119
111,40,98,50,172,79,XXL,M,120
116,40,94,52,172,78,XXL,M,122
114,40,95,49,173,80,XXL,M,122
114,39,86,54,172,79,XXL,M,121
112,40,94,53,172,81,XXL,M,122
112,39,98,51,173,81,XXL,M,118
114,39,91,53,172,81,XXL,M,124
115,39,94,50,173,78,XXL,M,123
112,40,98,53,172,81,XXL,M,122
113,40,94,52,173,80,XXL,M,118
114,39,98,50,173,81,XXL,M,120
112,39,98,53,171,82,XXL,M,118
116,40,88,54,173,80,XXL,M,121
112,39,86,49,171,79,XXL,M,121
112,39,86,53,173,82,XXL,M,123
111,39,95,54,172,79,XXL,M,118
115,39,90,50,173,79,XXL,M,118
113,40,90,49,171,81,XXL,M,118
111,40,98,54,172,81,XXL,M,120
115,40,88,53,173,80,XXL,M,123
114,40,88,54,171,79,XXL,M,118
116,40,98,53,172,82,XXL,M,123
113,39,86,54,172,81,XXL,M,124
112,40,90,52,171,78,XXL,M,124
112,39,87,51,173,82,XXL,M,123
111,39,97,54,171,78,XXL,M,124
114,40,95,52,171,80,XXL,M,118
116,40,95,52,173,82,XXL,M,123
116,39,87,52,171,78,XXL,M,124
111,40,93,49,172,82,XXL,M,122
112,40,95,51,172,79,XXL,M,124
114,39,87,53,173,78,XXL,M,121
116,39,96,53,172,80,XXL,M,120
111,39,87,53,172,78,XXL,M,123
115,40,90,54,171,78,XXL,M,120
113,39,89,51,172,80,XXL,M,124
114,39,88,53,173,81,XXL,M,121
114,39,94,49,173,79,XXL,M,123
112,40,99,50,171,80,XXL,M,118
116,39,91,53,171,78,XXL,M,120
116,39,95,52,171,82,XXL,M,119
112,40,93,51,172,81,XXL,M,122
112,39,95,53,172,82,XXL,M,120
116,39,93,54,173,82,XXL,M,121
116,40,99,50,171,79,XXL,M,120
114,39,86,54,172,79,XXL,M,124
111,39,95,53,171,81,XXL,M,121
113,40,94,49,173,82,XXL,M,118
115,39,91,50,172,80,XXL,M,118
116,40,90,51,173,79,XXL,M,118
114,40,95,53,171,80,XXL,M,123
114,39,94,54,172,78,XXL,M,122
114,39,96,53,173,81,XXL,M,121
116,39,88,50,173,82,XXL,M,122
114,40,91,49,172,80,XXL,M,120
116,40,95,49,172,81,XXL,M,123
115,40,87,52,172,82,XXL,M,120
111,40,88,52,172,81,XXL,M,121
115,40,93,52,173,81,XXL,M,123
112,40,98,51,172,80,XXL,M,121
115,39,87,54,172,79,XXL,M,119
112,40,91,53,173,81,XXL,M,121
115,39,91,53,173,78,XXL,M,121
113,39,86,54,173,81,XXL,M,120
113,40,91,50,173,78,XXL,M,120
116,39,98,49,171,79,XXL,M,122
111,40,90,53,171,78,XXL,M,122
111,40,98,51,172,81,XXL,M,121
112,39,92,51,171,79,XXL,M,121
116,39,88,50,173,80,XXL,M,118
114,39,90,49,172,82,XXL,M,123
113,40,96,51,171,82,XXL,M,122
113,39,88,51,173,79,XXL,M,121
115,39,97,50,171,78,XXL,M,124
113,40,99,49,172,81,XXL,M,119
114,40,87,50,173,79,XXL,M,118
116,39,95,52,172,82,XXL,M,123
113,39,97,50,173,81,XXL,M,120
112,40,93,49,172,79,XXL,M,123
116,40,88,54,172,80,XXL,M,123
112,39,91,50,172,79,XXL,M,121
114,39,98,49,173,78,XXL,M,124
113,39,93,51,173,79,XXL,M,124
114,40,86,49,172,82,XXL,M,124
111,40,90,53,171,79,XXL,M,122
111,40,87,49,172,79,XXL,M,119
112,39,95,53,173,78,XXL,M,121
111,40,99,51,172,82,XXL,M,119
115,39,97,52,173,81,XXL,M,120
112,39,94,50,171,79,XXL,M,123
112,39,87,50,172,78,XXL,M,118
114,39,96,53,173,80,XXL,M,119
112,39,92,49,172,79,XXL,M,123
116,39,89,51,172,82,XXL,M,121
111,39,90,50,171,79,XXL,M,121
114,40,97,50,173,81,XXL,M,118
113,40,86,50,172,82,XXL,M,119
116,40,87,54,172,79,XXL,M,123
111,40,91,50,172,81,XXL,M,118
113,39,89,52,172,82,XXL,M,123
115,39,91,52,172,78,XXL,M,124
112,40,92,53,171,80,XXL,M,118
113,39,98,51,173,80,XXL,M,123
115,40,89,54,172,79,XXL,M,123
114,40,94,52,172,82,XXL,M,121
112,39,87,54,173,80,XXL,M,121
116,39,87,50,172,82,XXL,M,118
116,40,93,54,173,81,XXL,M,124
111,39,96,50,172,78,XXL,M,121
111,40,86,53,173,81,XXL,M,118
116,40,86,49,172,80,XXL,M,121
113,39,89,50,173,81,XXL,M,121
112,40,90,54,173,80,XXL,M,120
113,40,99,50,171,80,XXL,M,122
116,40,94,52,172,79,XXL,M,118
115,40,94,53,171,79,XXL,M,120
111,40,89,53,172,81,XXL,M,120
115,40,89,54,172,79,XXL,M,123
115,40,89,53,172,78,XXL,M,123
114,39,95,54,173,79,XXL,M,120
116,39,99,51,173,78,XXL,M,120
114,39,87,54,172,82,XXL,M,118
116,39,96,54,171,78,XXL,M,119
114,40,93,52,173,81,XXL,M,124
113,40,98,52,173,79,XXL,M,122
114,39,86,52,171,78,XXL,M,119
113,40,91,53,171,79,XXL,M,120
113,39,99,49,172,81,XXL,M,124
113,39,97,53,172,79,XXL,M,119
114,40,87,52,172,80,XXL,M,124
111,40,97,51,171,81,XXL,M,121
113,39,90,51,173,82,XXL,M,120
112,40,95,53,171,79,XXL,M,119
116,40,99,50,173,79,XXL,M,118
111,40,86,51,172,79,XXL,M,118
116,39,94,51,172,82,XXL,M,119
112,39,91,52,173,82,XXL,M,123
111,39,90,54,172,80,XXL,M,118
116,40,89,50,173,79,XXL,M,124
112,39,90,52,171,80,XXL,M,122
111,39,92,51,172,81,XXL,M,121
116,40,92,52,173,79,XXL,M,124
113,40,97,50,171,80,XXL,M,122
112,40,91,54,172,78,XXL,M,118
111,39,95,53,173,82,XXL,M,122
112,40,95,54,173,82,XXL,M,124
112,40,93,52,173,78,XXL,M,124
114,39,96,53,171,81,XXL,M,119
116,39,89,50,172,78,XXL,M,118
116,40,95,49,172,79,XXL,M,120
111,40,90,50,172,78,XXL,M,120
115,40,96,53,171,81,XXL,M,120
112,40,88,53,173,78,XXL,M,119
114,39,95,51,171,79,XXL,M,118
116,40,92,49,171,82,XXL,M,121
115,39,86,51,171,80,XXL,M,122
116,39,92,52,172,81,XXL,M,120
112,40,96,49,172,78,XXL,M,124
111,40,98,52,173,82,XXL,M,123
113,40,91,54,171,79,XXL,M,121
113,39,88,52,171,79,XXL,M,122
116,39,89,50,173,82,XXL,M,120
115,39,95,53,172,82,XXL,M,118
112,39,87,50,172,81,XXL,M,119
114,40,91,52,172,82,XXL,M,122
113,40,86,51,171,80,XXL,M,121
115,40,92,50,172,79,XXL,M,121
112,39,89,51,171,79,XXL,M,118
111,39,96,49,173,78,XXL,M,123
113,39,91,49,173,81,XXL,M,119
115,40,90,53,172,82,XXL,M,121
112,40,99,54,171,81,XXL,M,121
115,40,98,49,172,82,XXL,M,118
113,39,90,51,172,81,XXL,M,121
112,40,92,49,173,81,XXL,M,119
116,39,92,54,173,81,XXL,M,120
115,40,87,51,172,81,XXL,M,121
115,40,93,53,173,82,XXL,M,119
111,40,98,50,171,78,XXL,M,123
111,39,90,50,172,82,XXL,M,119
112,39,99,51,172,81,XXL,M,122
113,40,94,53,171,80,XXL,M,118
115,40,91,51,172,81,XXL,M,119
116,39,96,53,171,78,XXL,M,123
111,40,92,52,172,80,XXL,M,121
114,39,94,54,171,82,XXL,M,121
116,40,97,50,171,80,XXL,M,118
116,40,90,49,172,81,XXL,M,123
114,39,93,49,173,82,XXL,M,120
115,40,98,54,172,81,XXL,M,118
113,39,88,53,171,79,XXL,M,124
113,40,88,50,171,78,XXL,M,121
111,39,88,50,172,81,XXL,M,118
116,40,98,52,171,80,XXL,M,120
116,39,95,51,172,82,XXL,M,123
113,40,93,49,173,78,XXL,M,124
113,39,97,53,172,80,XXL,M,123
114,39,98,49,172,79,XXL,M,123
116,39,99,54,173,78,XXL,M,121
114,40,96,51,172,78,XXL,M,124
116,39,86,50,171,82,XXL,M,124
